artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL']",00H5kygKQQ3O78vecY3BaF,294,False,1ryqColT0ShbzfhogkPjpS,You Survived,0.511,0.793,-4.277,0.0689,0.446,0.0,0.587,0.348,78.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL']",00H5kygKQQ3O78vecY3BaF,343,False,5ynNcpoP7dHWyCw6LGKaGF,I Trust You,0.528,0.686,-4.007,0.051,0.19,0.0,0.0912,0.213,74.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL']",00H5kygKQQ3O78vecY3BaF,285,False,7p7WFbOqcsmYcZ9MlSt2SE,Encore,0.573,0.512,-8.597,0.0661,0.69,0.0,0.414,0.308,100.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL', '4x3CdMQ3YjnPn4Evhyni5y']",00H5kygKQQ3O78vecY3BaF,380,False,1MsUPAANvBow2vSFGuc82W,The Greatest (feat. Kierra Sheard),0.274,0.815,-6.06,0.212,0.00167,3.06e-06,0.335,0.251,87.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL', '0IeyHKnH8VdOXEU2nIEt4S']",00H5kygKQQ3O78vecY3BaF,291,False,7DEXx4n7MSsmvyiN7aDsJE,I Owe All (feat. Anayasha Figueroa),0.356,0.677,-3.257,0.0414,0.298,0.0,0.118,0.491,100.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL']",00H5kygKQQ3O78vecY3BaF,249,False,4M4GhUWucqBTGElIFTpHtz,Holy Is Our God,0.342,0.634,-7.918,0.0795,0.425,0.0,0.243,0.616,78.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL']",00H5kygKQQ3O78vecY3BaF,286,False,5AZJ2ewzKNSKJk1lUhPfUg,God Can,0.426,0.591,-7.94,0.038,0.326,0.0,0.5,0.328,90.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL', '0Tm5JAcO4dek7stsGLD3Gf']",00H5kygKQQ3O78vecY3BaF,386,False,2QMCbFVxVvC0OlGMdnXRBC,Draw Me (feat. Josiah Martin),0.478,0.66,-7.691,0.0512,0.716,0.0,0.155,0.277,117.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL', '1FQJqgKQDNLWfeLBQoQLmD']",00H5kygKQQ3O78vecY3BaF,480,False,2u6hqFByyfV7xEUECw4HBq,I Need Your Glory (feat. William Murphy),0.415,0.82,-5.549,0.0751,0.331,4.05e-05,0.237,0.398,108.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL']",00H5kygKQQ3O78vecY3BaF,366,False,0gPNVpRIxbYpYW7GQ0IGN5,There Ain't Nothing,0.437,0.456,-5.261,0.0401,0.603,0.0,0.0898,0.189,77.0
"['4eIjSDb64R18sJaNlOGaFH', '6YJMdYVDPpAzEztkd9ybrL', '7MI4Ths2qzV1ltON6BUTwl']",00H5kygKQQ3O78vecY3BaF,335,False,6VFn6NbNMD1H5mar2cM9xX,I Believe (feat. Shawn McLemore & Zacardi Cortez),0.523,0.77,-6.03,0.111,0.376,0.0,0.399,0.367,115.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,516,True,2JgHVzMvejOFFDkBZmBIJz,The Perception of Johnny Punter - The Remasters,0.441,0.742,-6.168,0.0469,0.174,0.0227,0.08,0.168,136.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,396,False,32HmmSL0fvEE6XirkIQavs,Goldfish and Clowns - The Remasters,0.502,0.61,-7.239,0.0301,0.366,0.00911,0.119,0.305,90.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,221,False,66rxqYm9gCSNGmYGDcZvcK,Change of Heart - The Remasters,0.344,0.703,-5.22,0.0308,0.0846,5.69e-05,0.323,0.319,178.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,350,False,30539Or7nzgEZXohDHbX3Y,What Colour is God? - The Remasters,0.598,0.904,-6.096,0.155,0.0722,0.000994,0.172,0.603,93.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,311,False,6CphHXXk1OuixtTNDy8R4l,Tara - The Remasters,0.55,0.551,-10.965,0.0353,0.151,0.0107,0.116,0.352,130.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,453,False,2qeaS5nvrmJdKjIrhfcCoO,Jungle Ride - The Remasters,0.54,0.875,-5.947,0.0628,0.00709,0.0217,0.307,0.54,104.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,383,False,6Sk7K0aaJIvYm1tdIHatyG,Worm in a Bottle - The Remasters,0.616,0.585,-6.227,0.154,0.00945,0.0434,0.0403,0.778,164.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,363,False,4SNZbuF1IhKIsVVQ8Ojv7x,Brother 52 - The Remasters,0.674,0.949,-4.283,0.108,0.0782,0.000299,0.241,0.656,104.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,413,False,3VRJ4RP0cgkJtoekr9VO4S,Sunsets on Empire - The Remasters,0.368,0.489,-5.95,0.0337,0.641,0.0133,0.0849,0.127,136.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,254,False,2Bg8YEA9SIqJhuo1xYC47p,Say it with Flowers - The Remasters,0.599,0.221,-12.206,0.0337,0.885,4.92e-05,0.0894,0.126,105.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,396,False,0pDLvh2H8pyZ0mzf4lMEKf,Goldfish and Clowns - Demo (The Remasters),0.553,0.574,-8.568,0.0402,0.0141,0.0118,0.0975,0.288,90.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,412,False,5aYlNidrK1fTwHqWeltekh,Sunsets on Empire - Demo (The Remasters),0.368,0.358,-8.546,0.0357,0.174,7.78e-05,0.1,0.126,136.0
['6bQfVk5fSJSp3JtGiQZGNI'],00TjrUVSG3yOBhLZ0g10HO,357,False,3mKFVbYM8k9EUvfd7UcP16,What Colour is God? - Demo (The Remasters),0.591,0.72,-8.631,0.0785,0.0671,0.025,0.0846,0.61,93.0
