artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,235,False,5bO5Cm3ukfZ5ekC6vf2tLk,Downtown Baby,0.57,0.962,-2.098,0.114,0.0165,0.0,0.35,0.727,131.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,203,False,3nNn5E7WW1DILwNE3qtKZ2,LUCKY STAR,0.709,0.943,-2.564,0.0702,0.0515,0.0,0.12,0.963,120.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,249,False,75sSGdivXuFcaPCUwi92X6,Everybody - Japanese ver.,0.636,0.907,-3.514,0.0743,0.00588,0.0,0.133,0.724,126.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,231,False,231aO9wfIbEj58XaySmWtu,Picasso,0.545,0.942,-1.806,0.119,0.00783,0.0,0.0911,0.472,128.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,213,False,6mBpZn3qvAQLV8ojnryHqZ,3 2 1,0.603,0.91,-2.604,0.0444,0.00392,0.0,0.266,0.89,148.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,191,False,2yHBoiRrltBYKF3O5028xM,365,0.559,0.91,-3.176,0.131,0.139,0.0,0.329,0.876,96.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,202,False,240JsmnsQQBI45U7myGk1A,Sunny Day Hero,0.676,0.902,-3.59,0.0448,0.0551,0.0,0.256,0.708,126.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,164,False,585fTpVzafhrYQzd5wzAUf,Perfect 10,0.891,0.784,-3.899,0.208,0.0628,5.23e-05,0.0939,0.875,127.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,204,False,3oMk8x6p5RwP8xdiQZF5mz,Bounce,0.833,0.875,-2.161,0.128,0.0944,0.0,0.0749,0.85,110.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,181,False,34gYPwjr4p30pmCj7QqIhn,Dream Girl - Japanese ver.,0.747,0.914,-2.753,0.0838,0.157,0.0,0.258,0.793,124.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,269,False,7xzWL0e3p8BoYuJjjxezyL,Colors of the season,0.525,0.726,-4.456,0.0317,0.567,0.0,0.3,0.391,128.0
['2hRQKC0gqlZGPrmUKbcchR'],00FNWSRkNPmj9z1XeXOxr9,167,False,2hAQNQxSq8ZkxIAvggqasy,Boys Meet U,0.806,0.746,-2.585,0.0603,0.138,0.0,0.206,0.965,118.0
['2sBv30RzdeMVPoBXbzjIo5'],00fN5FuaHLZg2Raj94Hl64,179,False,4UO75jTerrgA7YiCCTUL6a,Future Of The Roc - Album Version (Edited),0.362,0.845,-2.761,0.339,0.171,0.0,0.0981,0.351,197.0
"['2sBv30RzdeMVPoBXbzjIo5', '0tCtGc5vt29zFZp6KXzN50']",00fN5FuaHLZg2Raj94Hl64,292,False,7KyaUwRL4zTSAjES5fkJhE,Roc U - Album Version (Edited),0.613,0.843,-3.935,0.253,0.116,0.0,0.344,0.724,86.0
"['2sBv30RzdeMVPoBXbzjIo5', '0EOoSsmM3oV2aoGL3Od3E3']",00fN5FuaHLZg2Raj94Hl64,235,False,7vMmW97fdVIugATCM0ZraK,No Better Love - Album Version (Edited),0.64,0.892,-3.097,0.252,0.144,0.0,0.171,0.495,91.0
['2sBv30RzdeMVPoBXbzjIo5'],00fN5FuaHLZg2Raj94Hl64,250,False,7A3f7uyRGFSHry6fweScBu,Friday Night - Album Version (Edited),0.858,0.809,-3.93,0.297,0.00738,0.0,0.0592,0.583,103.0
"['2sBv30RzdeMVPoBXbzjIo5', '6Uh8uJyN9g7oFjDK16nJgb']",00fN5FuaHLZg2Raj94Hl64,234,False,06ilKrrCVvDIYiHl7U98qy,$$$ Girlz - Album Version (Edited),0.804,0.797,-4.083,0.272,0.101,0.0,0.28,0.731,86.0
"['2sBv30RzdeMVPoBXbzjIo5', '3nFkdlSjzX9mRTtwJOzDYB']",00fN5FuaHLZg2Raj94Hl64,299,False,4QPvaq5pBtF8IqEksXDHML,Never Take Me Alive - Album Version (Edited),0.682,0.934,-2.511,0.366,0.00993,0.0,0.201,0.623,87.0
"['2sBv30RzdeMVPoBXbzjIo5', '35JmwARB6DxiAosiZPmvz1']",00fN5FuaHLZg2Raj94Hl64,333,False,1snngc3fJAlICncUeBWeDu,Tough Luv - Album Version (Edited),0.415,0.878,-2.289,0.529,0.0679,0.0,0.32,0.396,173.0
['2sBv30RzdeMVPoBXbzjIo5'],00fN5FuaHLZg2Raj94Hl64,195,False,060cdnkasmkAWzpdJhd134,Grown Man - Album Version (Edited),0.77,0.867,-3.916,0.251,0.0933,0.0,0.275,0.738,101.0
['2sBv30RzdeMVPoBXbzjIo5'],00fN5FuaHLZg2Raj94Hl64,300,False,5OsMXsgSYYGnyd2FXGAD0b,North of Death - Album Version (Edited),0.629,0.798,-2.875,0.353,0.0464,0.0,0.0747,0.166,177.0
"['2sBv30RzdeMVPoBXbzjIo5', '7iMvwE8qANp3aIfAGKEAwS']",00fN5FuaHLZg2Raj94Hl64,252,False,5nxq2hf9kFnc8r6nGLmXwY,Look In Your Eyes - Album Version (Edited),0.518,0.878,-2.546,0.275,0.0219,0.0,0.132,0.739,83.0
"['2sBv30RzdeMVPoBXbzjIo5', '7pwjGKaqnfkvS7eQbHaqyH']",00fN5FuaHLZg2Raj94Hl64,309,False,7vhnHwhuINR8Rb8R4HZf9f,Take It How U Want It - Album Version (Edited),0.658,0.85,-3.073,0.33,0.0246,0.0,0.577,0.816,95.0
['2sBv30RzdeMVPoBXbzjIo5'],00fN5FuaHLZg2Raj94Hl64,271,False,0sHLTZqgZgtRjF3eHOL2tX,That's Right - Album Version (Edited),0.487,0.763,-2.239,0.306,0.00299,0.0,0.0615,0.199,90.0
"['2sBv30RzdeMVPoBXbzjIo5', '2Jwr7hGoSNK3S3QBxh3T0z']",00fN5FuaHLZg2Raj94Hl64,270,False,5aeNkTj6uC6lVDfbgYYb6w,Parade - Album Version (Edited),0.589,0.939,-1.761,0.345,0.0127,0.0,0.0475,0.509,90.0
['2sBv30RzdeMVPoBXbzjIo5'],00fN5FuaHLZg2Raj94Hl64,226,False,0qGPWavOe6UJoITTvmYj2B,Time - Album Version (Edited),0.655,0.796,-3.009,0.229,0.0183,0.0,0.0756,0.285,92.0
"['2sBv30RzdeMVPoBXbzjIo5', '35JmwARB6DxiAosiZPmvz1']",00fN5FuaHLZg2Raj94Hl64,248,False,3yT6gUv2UG98TGtlkrZs99,Life We Chose - Album Version (Edited),0.508,0.912,-3.092,0.386,0.0536,0.0,0.0505,0.617,169.0
['2sBv30RzdeMVPoBXbzjIo5'],00fN5FuaHLZg2Raj94Hl64,191,False,7BX1yAPMVr414jhL5ripJN,Problemz - Album Version (Edited),0.812,0.926,-4.842,0.0888,0.134,7.67e-06,0.156,0.877,96.0
"['2sBv30RzdeMVPoBXbzjIo5', '3s2wTjWxK8NOX09dmsvVOh']",00fN5FuaHLZg2Raj94Hl64,262,False,2P0k3QP8xPWdpRMufnhkLe,"Can't Stop, Won't Stop - Album Version Remix (Edited)",0.853,0.779,-3.042,0.22,0.00677,0.0,0.36,0.829,100.0
['2fpDcOSlkE5VVZdL6BEczL'],00pZJJPLBq63MWBoPYKdJ4,415,False,0hTnKkG1ukSb7F0Uszd13h,When I Hear Music,0.871,0.796,-8.577,0.0445,0.0132,0.183,0.126,0.842,127.0
['2fpDcOSlkE5VVZdL6BEczL'],00pZJJPLBq63MWBoPYKdJ4,428,False,51FzAj3GC7vDO3kUZsggmV,When I Hear Music - Instrumental,0.83,0.785,-8.763,0.0421,0.00345,0.716,0.0634,0.706,127.0
['2fpDcOSlkE5VVZdL6BEczL'],00pZJJPLBq63MWBoPYKdJ4,374,False,4RnK5e8DSBb5TgQdvoKgXL,Lookout Weekend,0.834,0.796,-9.153,0.111,0.194,0.0193,0.19,0.867,127.0
