artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,258,False,0DJVxMR3HqiqVOflQboOQ8,Happiness,0.667,0.625,-7.717,0.0326,0.377,0.867,0.106,0.711,90.0
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,240,False,64S0LZLB82WYeV5j3Uk7F4,Touch,0.637,0.419,-10.063,0.0327,0.539,0.881,0.123,0.441,88.0
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,322,False,1uVsAZQZ3ywDuOgSD2hmbX,Evening Sun,0.63,0.467,-9.466,0.0331,0.185,0.892,0.121,0.305,146.0
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,241,False,6lAGoqPXuOHLPQL0O20ly0,One Hundred Ways,0.575,0.576,-10.576,0.0314,0.26,0.809,0.106,0.743,88.0
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,258,False,3dIFXowoXbCq4GoB8XKydw,Just Ones,0.67,0.498,-10.955,0.0402,0.55,0.868,0.135,0.79,95.0
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,266,False,6vCZYoctysT9bGvG4tUgFq,Soulful,0.645,0.587,-8.707,0.0362,0.418,0.764,0.0896,0.405,79.0
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,263,False,3LrIECpFh0uy22q81HqLfy,Midnight City,0.577,0.707,-10.824,0.0353,0.11,0.866,0.0935,0.407,92.0
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,258,False,6aTHlyrSUAihIf1cvJ3NVI,Daydream,0.597,0.654,-9.903,0.0333,0.402,0.788,0.132,0.816,148.0
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,300,False,0FBxYVmStsd7S56TfEJa65,It Dews,0.641,0.551,-10.402,0.0393,0.363,0.752,0.112,0.53,172.0
['7ATWrtwgnsGyAt9Tb0UU72'],002cvtOED8tRmfHFmLZZTj,306,False,5dG3MFMJ3i74yok3mJasD0,Butterfly,0.552,0.711,-8.235,0.027,0.278,0.607,0.137,0.76,152.0
