artists_idxs,duration,explicit,track_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['3HxZx0W1g7n9DGdCFFHcRZ'],154066,False,1uY2KxJs8s7Ch71S3MfVEY,Los Chismes,0.694,0.47,-10.215,0.0404,0.801,0.0,0.065,0.973,120.0
['3HxZx0W1g7n9DGdCFFHcRZ'],145346,False,4VM9imiA5WBeoAcpTdHM3n,Mi Linda Rosa,0.75,0.452,-11.023,0.0574,0.759,0.0,0.0578,0.97,121.0
['3HxZx0W1g7n9DGdCFFHcRZ'],171560,False,6EFva8zHlYqEVxBghAdI6O,Yo Fui Borracho,0.705,0.434,-10.28,0.0437,0.762,0.0,0.137,0.967,122.0
['3HxZx0W1g7n9DGdCFFHcRZ'],183040,False,0bWGc0xWq8HMIftjjm3AOM,Perdí el Albur,0.423,0.329,-10.866,0.0406,0.819,0.0,0.212,0.646,171.0
['3HxZx0W1g7n9DGdCFFHcRZ'],177533,False,2rlTpZ0XobDGJzEL7dGayO,Como Negar,0.396,0.271,-11.791,0.0376,0.654,0.0,0.149,0.688,174.0
['3HxZx0W1g7n9DGdCFFHcRZ'],156800,False,48o0kyfDlQz14VUb6b8n4r,Dices Que Te Vas,0.617,0.443,-10.26,0.0343,0.76,0.0,0.0707,0.935,81.0
['3HxZx0W1g7n9DGdCFFHcRZ'],165040,False,6RaelPYEVVlHl8uRDncpMb,El Corazón de Texas,0.739,0.502,-10.32,0.0468,0.741,0.0,0.122,0.959,122.0
['3HxZx0W1g7n9DGdCFFHcRZ'],196360,False,5FW5xi2zmuH6KYd9VOqaJ7,Arriba Mi Tamaulipas,0.609,0.401,-12.312,0.0386,0.765,4.03e-06,0.11,0.93,123.0
['3HxZx0W1g7n9DGdCFFHcRZ'],155266,False,5nitP4FUJqziEVINUeZjEL,Sueños de Grandeza,0.412,0.263,-11.822,0.032,0.736,1.73e-06,0.165,0.811,176.0
['3HxZx0W1g7n9DGdCFFHcRZ'],132666,False,1o9qbr5WmJFedkzqC7ejuv,Al Ver,0.757,0.435,-11.683,0.0573,0.779,1.56e-06,0.126,0.835,111.0
['3HxZx0W1g7n9DGdCFFHcRZ'],233066,False,7sxA5r6vvUFTY3pb2jOBx4,El Contrabando Del Paso,0.515,0.214,-12.167,0.0457,0.688,0.0,0.179,0.956,183.0
['3HxZx0W1g7n9DGdCFFHcRZ'],152520,False,1m6I7LiSeVE1za2Ab44ZNq,La Yerba Mala,0.537,0.167,-12.008,0.0526,0.656,0.0,0.323,0.929,186.0
['3HxZx0W1g7n9DGdCFFHcRZ'],182826,False,0vH5EYedlQJWrBIAVSHAoi,El Contrabando Del Rio,0.529,0.199,-11.513,0.0444,0.721,0.0,0.0679,0.962,182.0
['3HxZx0W1g7n9DGdCFFHcRZ'],138320,False,2M6hOTRFe1SydsgZkNYMdP,Contrabandistas Y Pateros,0.555,0.215,-10.927,0.0424,0.669,0.0,0.126,0.955,182.0
['4YnO1u0lWE4lXZKy8wXjZX'],248453,False,0iIaWEjNaBTqsrZfAvOPmF,Carga Blanca,0.48,0.24,-11.417,0.0406,0.664,0.0,0.137,0.855,182.0
['3HxZx0W1g7n9DGdCFFHcRZ'],190613,False,2lHrJjEtlKXVDO7Nb7AMnJ,La Banda del Carro Rojo,0.578,0.221,-10.694,0.0636,0.575,0.0,0.0736,0.965,178.0
['3HxZx0W1g7n9DGdCFFHcRZ'],189800,False,2T6nRyeJvFEOG3tO7xvV3w,El Güero Estrada,0.526,0.21,-10.872,0.0494,0.65,0.0,0.109,0.963,182.0
['3HxZx0W1g7n9DGdCFFHcRZ'],199760,False,0D2yddSD1PAIlvXBwZTUR0,Mariano Reséndiz,0.505,0.201,-10.571,0.0412,0.788,0.0,0.0344,0.919,180.0
['3HxZx0W1g7n9DGdCFFHcRZ'],184693,False,0sreNUvAkOR8CiHBcVpXcW,La Canela,0.484,0.221,-10.211,0.0426,0.728,0.0,0.0776,0.909,181.0
['3HxZx0W1g7n9DGdCFFHcRZ'],177346,False,1S4G7TNSlGsflbeCv1mNSI,Contrabando,0.751,0.213,-11.363,0.0355,0.743,0.0,0.233,0.863,93.0
['3HxZx0W1g7n9DGdCFFHcRZ'],189000,False,5ADy6qh3L28ZY7nD1WEfmp,La Juaresita,0.634,0.542,-8.846,0.0759,0.59,0.000225,0.0536,0.908,176.0
['3HxZx0W1g7n9DGdCFFHcRZ'],193000,False,2wKUne5h0VTvDaavlNrAwL,Aun Se Acuerda De Mi,0.815,0.676,-8.257,0.147,0.573,7.32e-06,0.23,0.921,109.0
['3HxZx0W1g7n9DGdCFFHcRZ'],193000,False,2mi2129ae771zX2gDPXndf,El Amor No Se Vende,0.801,0.717,-8.845,0.23,0.52,1.38e-05,0.0633,0.96,111.0
['3HxZx0W1g7n9DGdCFFHcRZ'],186000,False,0REsM3sk6jB0b6xm06HEgd,Cruz De Dolor,0.76,0.59,-8.698,0.188,0.545,0.0,0.0512,0.674,111.0
['3HxZx0W1g7n9DGdCFFHcRZ'],160000,False,5SA7Dm0s9wvMdqNfWHJMup,Tres Vueltas,0.573,0.557,-8.593,0.217,0.514,4.47e-05,0.0305,0.713,186.0
