artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,188,False,6BdV1SF7gp803LnEF3mxng,Psalm 73,0.503,0.572,-9.612,0.479,0.338,0.0,0.0706,0.492,81.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,181,False,2umexpVDdp7cucuqoimJor,Psalm 74,0.62,0.573,-9.548,0.454,0.0678,0.0,0.099,0.528,111.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,104,False,16PzFUDpkWfTVofvVQ3yOS,Psalm 75,0.614,0.55,-9.042,0.276,0.109,2.6e-05,0.086,0.18,80.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,119,False,3SDZhIFTpeUzlR35cCroq1,Psalm 76,0.742,0.491,-11.341,0.498,0.203,0.0,0.111,0.228,97.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,167,False,5cfuj5JEZjxbN7Uf4GjZgP,Psalm 77,0.784,0.721,-9.883,0.405,0.0343,0.0,0.125,0.676,81.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,447,False,2AbuBHMz1M8ZRgkSUmBdxc,Psalm 78,0.685,0.725,-9.544,0.407,0.393,0.0,0.067,0.497,80.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,130,False,3SaPYaTXb7bUx4awrvYcQX,Psalm 79,0.743,0.425,-9.826,0.492,0.146,0.0,0.117,0.448,86.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,170,False,1YTOfrk7Wgn980jeuG4CY3,Psalm 80,0.806,0.686,-6.765,0.415,0.261,0.0,0.103,0.614,85.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,136,False,6YN1V8qwMIlDXf0ran4IWw,Psalm 81,0.627,0.528,-9.307,0.48,0.253,0.0,0.103,0.302,119.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,72,False,1ANE7jx1ZXRigEOhPLGuth,Psalm 82,0.612,0.497,-8.747,0.409,0.673,0.0,0.0656,0.376,82.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,138,False,6sZRyUGGTMQ5NDjgwhZsMQ,Psalm 83,0.565,0.413,-9.947,0.451,0.206,0.0,0.127,0.186,144.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,149,False,19h0AiQBe7FGd6S6CMuBtH,Psalm 84,0.58,0.458,-10.133,0.284,0.416,1.34e-06,0.212,0.311,62.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,97,False,03RM1Nm1dnS9jDrJrr3RZF,Psalm 85,0.573,0.333,-10.96,0.468,0.403,0.0,0.129,0.231,99.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,124,False,4GrVy6eBwyuGjZgKwe8yDt,Psalm 86,0.605,0.479,-9.772,0.304,0.185,0.0,0.139,0.19,115.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,85,False,7JW0wP2t6QxHPK8ROcqnaj,Psalm 87,0.469,0.451,-10.054,0.0745,0.668,0.0,0.0835,0.33,80.0
['6JrmofdhxBatsnpTA10CHB'],00H6PidN09ZhC4wWVUOZYZ,159,False,4Hb3HNEMGvRaknfXG02OVt,Psalm 88,0.54,0.488,-11.089,0.601,0.105,3.65e-06,0.111,0.0391,69.0
