artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,180,True,4omfxAdIuvRLuGNirlGCYJ,Stuntin Like My Mama,0.68,0.955,-6.409,0.393,0.0862,0.0,0.299,0.504,160.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,179,True,2dfdFbNXcJlhxtti6iTzhi,Foes,0.653,0.673,-10.572,0.19,0.074,0.0,0.148,0.361,77.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,220,True,0u8EFTy0zh1tgUNmZPewrK,Black Ops 3,0.752,0.447,-8.075,0.309,0.0946,0.0,0.143,0.271,98.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,177,True,3BqFRCxrAheX1HwzBNU1yc,Law & Order,0.806,0.68,-7.037,0.195,0.0493,0.0,0.268,0.228,135.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,229,True,4WkkeDd78H4uhIxMCQFvvr,Who Dat,0.474,0.928,-4.868,0.186,0.206,0.0,0.409,0.588,155.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,212,True,3ZSptgBQkH3sZXChWILx5W,Obama,0.746,0.544,-8.007,0.37,0.00848,0.0,0.0936,0.41,150.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,225,True,3cSqmW8tNX1o9yZxBGtpGw,Flattered,0.695,0.651,-10.46,0.321,0.11,0.0,0.346,0.703,145.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,188,True,3oK4aIQWToLwURs317GDgD,Gettin' Wild,0.827,0.512,-8.939,0.416,0.00507,0.0,0.091,0.415,77.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,211,True,2hFtmxAndJWGCWX42AB8PJ,Get Your Mind Right,0.555,0.914,-5.033,0.219,0.0138,0.0,0.284,0.577,75.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,208,True,3OpiKwWNBveuxejQwgbbBE,Chicago Zoo,0.669,0.658,-11.594,0.357,0.0068,0.0,0.117,0.73,145.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,205,True,1LFyJZhXU9O1FUn3DZy8ne,Early Morning Gettin' It,0.715,0.671,-8.795,0.299,0.0698,0.0,0.154,0.517,140.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,148,True,5chyvxGhMadebDpO0VxsGm,I'm da Man,0.745,0.49,-12.954,0.301,0.00564,1.53e-06,0.135,0.364,155.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,179,True,2jUk49oxufu4cNCuKdjRWc,X,0.727,0.607,-8.379,0.336,0.00982,0.0,0.166,0.552,139.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,169,True,57AKini3XmgKMnyBywYhjt,Madder,0.682,0.586,-8.916,0.236,0.165,0.0,0.225,0.536,149.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,212,True,7c1m1UdvJ1uZSjWiG8UkVK,In Your Face,0.631,0.578,-7.537,0.126,0.0207,0.0,0.0975,0.23,140.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,170,True,6s3MNiVPUTHUVcXOTJDp5U,Flex,0.661,0.779,-5.736,0.319,0.129,0.0,0.0918,0.565,138.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,200,True,62pxntyBUgBpdEEqPu6scV,Dismiss,0.746,0.531,-10.427,0.386,0.204,0.0,0.107,0.394,92.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,193,True,0qbAAqnW3zXrkVzX9SGpqq,Jumanji,0.817,0.677,-8.384,0.369,0.0242,0.0,0.164,0.565,162.0
['15iVAtD3s3FsQR4w1v6M0P'],006usjvPvuXtnAAcMeJZva,157,True,5u3bEi9s9ENxXXpqNuT2If,Where Ya At?,0.829,0.463,-8.752,0.515,0.196,0.0,0.105,0.316,162.0
['1PXBwNCd6LaX8iJTDwdC30'],00jVfFLqr5uq7mAqCMKdpX,175,False,71yaf6sL1Z6O4fSARqA8Pz,Non-Fiction,0.815,0.741,-5.894,0.307,0.27,0.0,0.227,0.605,143.0
['1PXBwNCd6LaX8iJTDwdC30'],00jVfFLqr5uq7mAqCMKdpX,146,False,7dzHLBOfVFCpynJBV70yq2,The Preamble,0.616,0.711,-5.782,0.109,0.213,4.95e-05,0.0934,0.41,154.0
['1PXBwNCd6LaX8iJTDwdC30'],00jVfFLqr5uq7mAqCMKdpX,251,False,44kQTx01dQlVVywc0mcF2H,It's Our Time,0.784,0.689,-5.17,0.199,0.247,0.0,0.153,0.506,154.0
