artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['4cX8nm4XgKt3U0hfVx9NqN'],00gBVExoBBXmlkV4L5SdUj,547,False,2OVHwIPSv8cmuniJXmwCRo,Fljuga Yfir Jokulsarlon,0.138,0.11,-29.291,0.0439,0.601,0.878,0.111,0.0431,142.0
['4cX8nm4XgKt3U0hfVx9NqN'],00gBVExoBBXmlkV4L5SdUj,458,False,3aaWP6Hzalk2fQeEvCm1Lx,Nordurljos,0.143,0.185,-28.92,0.0707,0.905,0.854,0.0971,0.0283,140.0
['4cX8nm4XgKt3U0hfVx9NqN'],00gBVExoBBXmlkV4L5SdUj,542,False,4Lo2Ee4Th84Lc5GwfqxeLx,Skogafoss Leyndarmal,0.0954,0.0166,-33.625,0.0451,0.975,0.897,0.102,0.0289,75.0
['4cX8nm4XgKt3U0hfVx9NqN'],00gBVExoBBXmlkV4L5SdUj,700,False,1hz2j5VccO11YLKL1K1aJE,Icelandic Airwaves,0.112,0.108,-27.392,0.0412,0.839,0.782,0.0892,0.0345,76.0
['4cX8nm4XgKt3U0hfVx9NqN'],00gBVExoBBXmlkV4L5SdUj,548,False,6etCsmpCz5cL0VjpjYpaOv,Foggy Reykjavik,0.072,0.0589,-27.241,0.0457,0.733,0.778,0.0678,0.0332,78.0
['4cX8nm4XgKt3U0hfVx9NqN'],00gBVExoBBXmlkV4L5SdUj,538,False,0i9oTpjf6u7kJqnxfFctzU,Vaults Hallgrimskirkja,0.0805,0.105,-30.688,0.0545,0.909,0.977,0.0874,0.0392,83.0
['4cX8nm4XgKt3U0hfVx9NqN'],00gBVExoBBXmlkV4L5SdUj,726,False,4JTA01CSR2rADYxzr68XgX,Svartur Strond,0.12,0.121,-27.49,0.0454,0.898,0.858,0.0925,0.0376,71.0
['4cX8nm4XgKt3U0hfVx9NqN'],00gBVExoBBXmlkV4L5SdUj,688,False,7sfFbwm2Ugr4HRBBenz2Jj,Svifa I Himininn,0.154,0.0675,-30.976,0.0447,0.902,0.748,0.0851,0.0909,138.0
['53f0gOO8G7iK7hWJNFaLs2'],00uLR12pVE24TTJc15wJhF,280,False,5jEwJ22Frnboabl7JNttso,Chana,0.59,0.587,-9.089,0.0432,0.0776,0.246,0.141,0.268,108.0
['53f0gOO8G7iK7hWJNFaLs2'],00uLR12pVE24TTJc15wJhF,255,True,4sckCDfF6PE2LMRFHJv8og,Sparks,0.408,0.712,-10.946,0.339,0.124,0.00108,0.155,0.287,82.0
['53f0gOO8G7iK7hWJNFaLs2'],00uLR12pVE24TTJc15wJhF,174,False,6mPMU5Fpdojq6td8hnxQYA,17,0.24,0.381,-11.492,0.0299,0.903,0.0382,0.103,0.171,91.0
['53f0gOO8G7iK7hWJNFaLs2'],00uLR12pVE24TTJc15wJhF,215,False,0sXF08bbIRiogR3p02IFlI,Tracks,0.453,0.816,-7.848,0.126,0.000996,0.741,0.158,0.293,165.0
['53f0gOO8G7iK7hWJNFaLs2'],00uLR12pVE24TTJc15wJhF,359,False,5f0Vxoivo937lnd7XpLYhp,A) The Guillotine,0.257,0.536,-9.978,0.0434,0.31,0.622,0.122,0.0985,110.0
['53f0gOO8G7iK7hWJNFaLs2'],00uLR12pVE24TTJc15wJhF,196,True,5r27oT9AoU9hwo1BKfqhFP,B) Frozen Garbage,0.587,0.803,-6.839,0.159,0.00309,0.0728,0.182,0.273,120.0
['53f0gOO8G7iK7hWJNFaLs2'],00uLR12pVE24TTJc15wJhF,495,False,3CfDKaBIhQ2icS2i7vWdkc,The Warm Red Light,0.44,0.622,-9.996,0.0507,0.526,0.849,0.402,0.0423,140.0
['53f0gOO8G7iK7hWJNFaLs2'],00uLR12pVE24TTJc15wJhF,196,False,1BgonPBpO7cfSN8zKGk15s,29,0.469,0.724,-11.26,0.416,0.45,0.818,0.117,0.222,76.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,248,False,0rKJkCrfoLAt7VVBItpwNN,Çile Çektim Aşk İçin,0.476,0.0995,-15.365,0.0522,0.993,0.86,0.104,0.41,77.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,210,False,6IXrrSqnRpU5AZUFoB4yAC,Şefkat,0.494,0.139,-13.599,0.0603,0.994,0.884,0.105,0.319,96.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,278,False,0NsJRLD2uuH6AL58fCNv4X,Hatıra,0.415,0.126,-16.434,0.0411,0.992,0.554,0.129,0.227,108.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,197,False,6T70nBMM2GLxp9878NMu67,Aşk Ve Muhabbet,0.439,0.124,-14.915,0.0528,0.994,0.863,0.098,0.339,97.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,243,False,4ry5BuojpkG4SgO0y3ry1V,Hayat,0.414,0.148,-14.75,0.0398,0.99,0.959,0.107,0.205,134.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,261,False,5CSEQZOC5Zs0M2G93jjles,Gül Deste,0.386,0.0637,-17.695,0.0436,0.993,0.874,0.091,0.373,89.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,248,False,4MbrKpW7nfooEVNMlGNCe5,Fayda Etmez Derdime,0.346,0.0789,-18.05,0.0501,0.994,0.872,0.106,0.303,90.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,271,False,5PJeyO4PiSxzYw1U4aeU1w,Cefa,0.376,0.0415,-18.999,0.0396,0.994,0.804,0.135,0.142,81.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,257,False,2hMBGb12k2RT6wWzDaByZU,Feyz,0.449,0.0707,-18.063,0.046,0.994,0.786,0.149,0.321,122.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,204,False,3DHxDlvRclc5KHRGcozduj,Giz,0.431,0.0576,-17.841,0.0412,0.995,0.79,0.112,0.452,65.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,254,False,0Dtl74Eie4BUCL4KnbwMqr,Derman,0.324,0.0766,-15.613,0.0482,0.995,0.924,0.121,0.255,70.0
"['5597pcDzVHJa1wUmVt6Vtr', '5225O8LoAe8EeJw7ChoT5J']",01DbXHmM6VROWSgKG3CMix,238,False,14o7NT0dZ9bqVjvoIuJP6t,Gökkuşağı,0.445,0.106,-14.94,0.0583,0.993,0.678,0.101,0.281,109.0
