artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,252,False,2mzHXzYGbKyqh1JA94AhPa,Rockferry,0.418,0.887,-3.726,0.0339,0.0224,0.0145,0.228,0.395,88.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,226,False,2KsUQwBH5nSq8n8hgkJJX6,Warwick Avenue,0.491,0.583,-5.79,0.0394,0.329,0.0,0.124,0.472,169.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,250,False,0xbjNteP958Dgw0wel4x7h,Serious,0.448,0.8,-5.489,0.0384,0.0364,0.0,0.198,0.609,178.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,209,False,36hlE4tB5rNwbFeE8k3Ptl,Stepping Stone,0.69,0.513,-6.428,0.025,0.866,6.84e-05,0.409,0.536,98.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,197,False,3u569Tu0oAzqdzGs7PDagd,Syrup & Honey,0.322,0.242,-12.411,0.0737,0.941,0.000205,0.365,0.233,182.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,236,False,7AwdIJoaY9amcIFjWTxutw,Hanging On Too Long,0.593,0.446,-6.531,0.0334,0.444,9.68e-05,0.188,0.342,108.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,219,False,1vb7nilKc6MziyL472kwDW,Mercy,0.791,0.857,-3.75,0.0337,0.268,0.000173,0.121,0.963,130.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,177,False,0lnZevMGAdZln1qEg5mbbf,Delayed Devotion,0.767,0.62,-6.333,0.0297,0.457,0.0,0.259,0.672,104.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,189,False,0fkRZYEHMzTPqpeP7Qq9n7,I'm Scared,0.501,0.448,-7.675,0.0301,0.453,3.2e-05,0.148,0.441,90.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,305,False,3AW6srKlNyf5kZRifYA8uS,Distant Dreamer,0.398,0.605,-4.326,0.0291,0.00501,0.000866,0.378,0.157,95.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,183,False,5ZjRKWF8dNijbjknqnDAzw,Save It For Your Prayers,0.391,0.134,-10.912,0.0392,0.98,0.00285,0.115,0.38,71.0
['37NqXwtb6nIEqRt4EJSoIO'],00QTbAtzS4PkXK7e5e9eOw,148,False,2h2ppXhY4yk1NBYVbyGysc,Oh Boy - Bonus Track,0.457,0.153,-10.642,0.0374,0.916,3.84e-05,0.11,0.446,169.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,178,False,7FzzqLz1OijwMHGFCo4dCa,Armament,0.715,0.172,-16.884,0.0453,0.162,0.79,0.115,0.104,92.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,62,False,4SSiVgCwMBH3ipvt0wzn3A,Champain,0.666,0.368,-21.97,0.0361,0.0564,0.826,0.18,0.0661,108.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,81,False,0ZbZlJOkZEP8aDSrurRTNE,'Bouta rain,0.87,0.481,-17.877,0.0675,0.00232,0.91,0.0981,0.24,120.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,133,False,0S8LLabxlmnoMUGeKI5zpq,Colander,0.686,0.483,-14.09,0.082,0.025,0.635,0.24,0.455,135.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,104,False,2aUD5VuzlskcAsFAKgTPPm,Crush,0.709,0.32,-18.459,0.103,0.186,0.861,0.1,0.175,120.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,108,False,5auDaT3y0h5mpKJNZhLQOn,Nice Widdit,0.636,0.31,-21.7,0.0571,0.308,0.059,0.17,0.0356,80.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,166,False,4KrQqewSjVZ2osmV3NCkkp,Laundry Water,0.93,0.483,-12.856,0.574,0.00261,0.00139,0.365,0.622,120.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,120,False,1eyWTg7iOUdcUoSzXh60FK,Gets the best,0.842,0.294,-14.986,0.0535,0.00781,0.933,0.119,0.372,135.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,315,False,1IwQLHPNQYcJ9P6azibUUP,Jiangnan Dreams,0.32,0.298,-15.984,0.0516,0.158,0.915,0.111,0.0378,166.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,161,False,5zmIqOTyXadJRN7uMn9kP6,St1nkBvg,0.815,0.566,-9.246,0.0447,0.0567,0.941,0.146,0.178,120.0
['3VGu1xy1QIcDW82sC22ngb'],00WEBScckT9fsM4umCRgLi,156,False,0izdp9LEuZZB0BpfMkgNGF,Just want u 2 no,0.577,0.393,-19.509,0.193,0.241,0.841,0.153,0.253,190.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,145,False,4ZjxQWWhVv26QJkJRTPgBS,I Put A Spell On You,0.727,0.218,-13.791,0.159,0.52,0.00923,0.0633,0.908,173.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,181,False,2Gt9qla9EvbZloirxWfpOj,Not Anymore,0.548,0.354,-12.022,0.0851,0.861,0.0138,0.746,0.689,110.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,131,False,0DduMlxrASVliqHfnxyTOM,Frenzy,0.57,0.628,-10.489,0.0501,0.839,0.0201,0.345,0.929,141.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,119,False,0UibU4QG9r9LGv8IwRHrQJ,You Made Me Love You (I Didn't Want To Do It),0.713,0.402,-12.355,0.194,0.832,9.48e-05,0.205,0.85,124.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,166,False,0GmDD5ZhxipwKt9JHng3vu,Even Though,0.523,0.217,-13.115,0.0356,0.758,5.79e-05,0.122,0.614,76.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,166,False,5ZEqHp7wpvyaLQYhgbMVJL,Darling Pleasse Forgive Me,0.566,0.0962,-16.384,0.0774,0.929,0.000126,0.165,0.296,94.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,197,False,6zXJ7bI6tzjcDOcrPXm7G0,Little Demon,0.735,0.286,-11.018,0.0842,0.94,7.23e-05,0.221,0.613,104.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,150,False,5RyribdnuwTOBMpUvFLGCY,Talk About Me,0.646,0.455,-11.805,0.393,0.656,2.72e-06,0.171,0.951,155.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,153,False,0ZrlQ40ytAwvVuysZDCHBF,Baptize Me In Wine,0.69,0.523,-9.503,0.312,0.828,0.0,0.0989,0.762,117.0
['3VBpsrUi2vV7Uj87ONHu7Z'],01geCtHNAGGGx5IdKXc8xR,127,False,7vMgPxigCBAs08T8iCKGJU,Person To Person,0.766,0.333,-12.181,0.0777,0.833,0.0,0.334,0.892,109.0
['3W4lVkySjtIvd67UUg0F3i'],01oAsRFo8FXUuvGt16vI8P,233,False,6vXnRnTUyogt3UsD4ZXfo8,No dejo de pensar en ti,0.656,0.707,-8.543,0.0663,0.45,0.0,0.121,0.369,87.0
['3W4lVkySjtIvd67UUg0F3i'],01oAsRFo8FXUuvGt16vI8P,237,False,6HNsJQihjxODgGWQafAJau,Bonita,0.716,0.552,-8.316,0.0347,0.4,0.0,0.232,0.785,108.0
['3W4lVkySjtIvd67UUg0F3i'],01oAsRFo8FXUuvGt16vI8P,208,False,3z0gWc0eBtrX4GQuoQD6ue,Como nuestro amor no hay dos,0.714,0.864,-5.96,0.0662,0.585,0.0,0.279,0.81,108.0
