artists_idxs,duration,explicit,track_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"['69QpU3oxl7zFDtfmWij4dn', '3nnwiLcxKNA53Gs8GvPxv6', '12teY7D6tOIYkkwN2oRhhJ']",135333,False,2fX6AtkACNMY6srt5qk5mQ,"Que je porte d'envie (4 voix, 4 violes)",0.164,0.0925,-20.152,0.036,0.976,0.472,0.0905,0.0716,131.0
"['69QpU3oxl7zFDtfmWij4dn', '3nnwiLcxKNA53Gs8GvPxv6']",182826,False,79KgyIYzwMkvhxJeW7rrIT,Je ne m'élève icy (4 voix),0.132,0.154,-23.573,0.0708,0.988,0.000599,0.11,0.119,73.0
"['69QpU3oxl7zFDtfmWij4dn', '12teY7D6tOIYkkwN2oRhhJ']",379506,False,1yhSppzz22P2UqfBcm7YaY,Première Fantaisie (4 violes),0.177,0.0326,-27.174,0.0425,0.96,0.766,0.118,0.202,121.0
"['69QpU3oxl7zFDtfmWij4dn', '3nnwiLcxKNA53Gs8GvPxv6']",124666,False,0CfLj0a4rZ410Ul6RxhK8P,"Tu ne l'enten pas (4 voix, luth)",0.573,0.274,-18.373,0.0335,0.989,9.25e-05,0.127,0.851,104.0
"['69QpU3oxl7zFDtfmWij4dn', '3nnwiLcxKNA53Gs8GvPxv6', '12teY7D6tOIYkkwN2oRhhJ']",255333,False,6qOcFe2u5zlVHDYCzVBaXq,"Je ne me plain (4 voix, 4 violes)",0.157,0.116,-19.006,0.0431,0.978,0.476,0.13,0.0783,96.0
"['69QpU3oxl7zFDtfmWij4dn', '6H2tG8qHrJhmf2bWwI4T60']",135666,False,6ICEtKAyYixAHmDAeV4DPQ,Susanne un jour (luth solo),0.443,0.0338,-33.269,0.0325,0.954,0.88,0.105,0.282,90.0
"['69QpU3oxl7zFDtfmWij4dn', '3nnwiLcxKNA53Gs8GvPxv6', '12teY7D6tOIYkkwN2oRhhJ']",187466,False,5gdkpkIFGmRGUyZIPdJ8EQ,"Susanne un jour (7 voix, 5 violes)",0.169,0.123,-19.219,0.0438,0.98,0.0178,0.0926,0.197,101.0
"['69QpU3oxl7zFDtfmWij4dn', '3nnwiLcxKNA53Gs8GvPxv6']",237533,False,0R9alghXkfAeXvCvzmJq5w,Le chant de l'alouette (5 voix),0.306,0.183,-17.135,0.0505,0.992,1.21e-05,0.122,0.231,78.0
"['69QpU3oxl7zFDtfmWij4dn', '3nnwiLcxKNA53Gs8GvPxv6']",279226,False,6CDVzJjLw2QmHXGcpjU293,Quell'eau quel air (4 voix),0.113,0.0856,-22.89,0.0434,0.988,0.00284,0.114,0.0853,179.0
"['69QpU3oxl7zFDtfmWij4dn', '12teY7D6tOIYkkwN2oRhhJ']",242306,False,5PpNzchWb2WHjsBqOeIoMH,Seconde Fantaisie (4 violes),0.083,0.062,-25.505,0.0479,0.963,0.913,0.111,0.191,75.0
