artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"['5I6WLC9Auo6aeTRHPQbdOv', '5AXxk4cxkMNsTb4TtwLAQJ']",00047joTQcCcJzrKkfumNK,147,False,4x5ooJnKh12RznFvqoWYaN,Buttercup,0.634,0.525,-10.823,0.0445,0.227,0.0115,0.091,0.349,160.0
['5I6WLC9Auo6aeTRHPQbdOv'],00047joTQcCcJzrKkfumNK,123,False,0iMBYfEtxZP4Jms4PHrLSL,Old Fashioned,0.54,0.241,-12.961,0.0453,0.893,0.923,0.11,0.501,160.0
['5I6WLC9Auo6aeTRHPQbdOv'],00047joTQcCcJzrKkfumNK,113,False,3JSAtBow9nWSXe7rIy2O1P,nostalgic memories of u,0.695,0.234,-14.639,0.0467,0.92,0.922,0.117,0.417,85.0
['5I6WLC9Auo6aeTRHPQbdOv'],00047joTQcCcJzrKkfumNK,90,False,4xoZZLMFSJpBYdEb8DkcvK,this feels so right,0.666,0.474,-9.999,0.0393,0.422,0.871,0.0982,0.229,170.0
['5I6WLC9Auo6aeTRHPQbdOv'],00047joTQcCcJzrKkfumNK,90,False,4galySSJQNfLSA6yqGeHWZ,Pastel Colors,0.674,0.313,-11.349,0.0539,0.976,0.877,0.112,0.203,85.0
['5I6WLC9Auo6aeTRHPQbdOv'],00047joTQcCcJzrKkfumNK,106,False,10WlryYSJe7Nokwwrkae14,Childhood,0.768,0.491,-14.133,0.106,0.866,0.506,0.114,0.283,110.0
['5I6WLC9Auo6aeTRHPQbdOv'],00047joTQcCcJzrKkfumNK,119,False,1MwYpg2o7elCBVYewann8J,Making Up,0.67,0.261,-14.798,0.0445,0.905,0.899,0.114,0.439,80.0
['5I6WLC9Auo6aeTRHPQbdOv'],00047joTQcCcJzrKkfumNK,85,False,4pcE35MiTnr9QIx8OTClii,i don't believe in anything but i believed in you,0.637,0.273,-10.692,0.0441,0.522,0.905,0.143,0.537,90.0
"['5I6WLC9Auo6aeTRHPQbdOv', '0IDfPC86tctwQaHkc9tVfX']",00047joTQcCcJzrKkfumNK,111,False,20X3ZiOw7LD0E5EXN6RSiJ,Evolved,0.699,0.442,-11.345,0.0587,0.613,0.885,0.166,0.12,80.0
"['5I6WLC9Auo6aeTRHPQbdOv', '0IDfPC86tctwQaHkc9tVfX']",00047joTQcCcJzrKkfumNK,99,False,5EJbWcQyIbQmYKgk5u5t3I,Laying Around,0.669,0.366,-10.891,0.0389,0.712,0.907,0.126,0.108,80.0
"['5I6WLC9Auo6aeTRHPQbdOv', '0IDfPC86tctwQaHkc9tVfX']",00047joTQcCcJzrKkfumNK,120,False,5W5EAyEYkhsUkTaVsQdV89,Lucky,0.615,0.631,-10.16,0.0759,0.246,0.000214,0.828,0.746,150.0
"['5I6WLC9Auo6aeTRHPQbdOv', '1RtsY4fBX8QjG925nalPpa']",00047joTQcCcJzrKkfumNK,120,False,1LiJIMhsrspCspuYlD8cA6,So Sick,0.537,0.491,-10.789,0.0397,0.34,0.0,0.141,0.212,140.0
