artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['71vkpFRNHHZlchMrbDsFwb'],007OMsT4H6AEgMGrEykARy,15,False,6k7q6SbQr88W8umV26E4iX,Introduction - Live,0.472,0.465,-11.715,0.392,0.911,5.41e-05,0.915,0.895,205.0
['71vkpFRNHHZlchMrbDsFwb'],007OMsT4H6AEgMGrEykARy,129,False,6bIwjnRPmcbwdkjqDC0Ij9,Right Behind You Baby - Live,0.622,0.946,-6.989,0.0487,0.538,0.000393,0.931,0.882,97.0
['71vkpFRNHHZlchMrbDsFwb'],007OMsT4H6AEgMGrEykARy,160,False,2bcGO3IF6QfpD8l4agWixf,Alabama Jailhouse - Live,0.497,0.868,-9.219,0.043,0.526,0.00401,0.577,0.855,89.0
['71vkpFRNHHZlchMrbDsFwb'],007OMsT4H6AEgMGrEykARy,158,False,2f6ZDAVB4XRNdboTakS6e1,Playboy - Live,0.346,0.856,-9.36,0.0813,0.52,0.000186,0.626,0.873,185.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,52,False,34qMCFYH3MnxgPmg8MvlKF,Introduction 2 - Live,0.642,0.534,-13.149,0.899,0.922,0.0,0.992,0.834,102.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,143,False,17NcE9QTcnMuFm40ysQ9HK,Rockabilly Man - Live,0.408,0.922,-7.221,0.0937,0.285,0.00643,0.913,0.517,188.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,153,False,7eA7p8VibWUyjbjI99kAVR,Hollywood Cats - Live,0.465,0.887,-8.598,0.148,0.528,0.0176,0.642,0.78,185.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,143,False,5m2lmM4n6v7bTL7eh5o98f,All the Time - Live,0.698,0.932,-7.364,0.058,0.379,0.00323,0.406,0.709,117.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,164,False,18UQimF278TFIZ2hWdZon2,My Heart's on Fire - Live,0.675,0.767,-10.023,0.0892,0.416,0.000215,0.796,0.868,119.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,266,False,6NTfPcw1WFHaZ2NtWipirM,Everybody's Movin' - Live,0.556,0.814,-8.103,0.0748,0.302,4.32e-05,0.647,0.633,158.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,131,False,7qtuJIq2g5MniG0viGkSrN,I'm Comin' Home - Live,0.59,0.942,-8.159,0.0406,0.189,0.0178,0.2,0.513,119.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,181,False,63G00m13c4F9XXYRU3jxQb,Honky Tonk Man - Live,0.471,0.707,-11.387,0.245,0.623,3.44e-05,0.906,0.652,157.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,253,False,4BwVrloZQbVLxe1PBI6Kvd,Hungry Hill - Live,0.515,0.55,-11.638,0.0482,0.391,5.11e-05,0.876,0.725,144.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,205,False,5hQjds67nfxelnXCHw320r,Rockabilly Music - Live,0.745,0.843,-9.373,0.0941,0.489,0.0,0.552,0.54,121.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,189,False,4qfxQBpJLK8VBXfMwDJTKY,Quit Your Triflin' - Live,0.616,0.726,-9.93,0.18,0.592,2.91e-06,0.743,0.725,92.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,207,False,7pgiqdZzZvunW4y24SjhgY,Rattlin' Daddy - Live,0.488,0.767,-9.591,0.121,0.34,0.00032,0.697,0.766,183.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,192,False,492MP7juuKSV3G8gMj0kK3,Cat'n Around - Live,0.673,0.884,-7.458,0.0661,0.447,0.0303,0.905,0.787,106.0
['2Ng0hmHSZwZlhwWfGQkHxi'],007OMsT4H6AEgMGrEykARy,45,False,2XW0h1zWZKp7RaWaqOk8YQ,Introduction 3 - Live,0.565,0.422,-13.555,0.764,0.599,0.0,0.826,0.325,74.0
['2Ng0hmHSZwZlhwWfGQkHxi'],007OMsT4H6AEgMGrEykARy,145,False,3oDmZR61PzFjDDi78dYbrt,Summertime Blues - Live,0.484,0.921,-9.636,0.169,0.316,4.29e-05,0.185,0.66,169.0
['2Ng0hmHSZwZlhwWfGQkHxi'],007OMsT4H6AEgMGrEykARy,261,False,7qbLc5yOEcYhRTzrEqQsSV,Milk Cow Blues - Live,0.463,0.844,-8.192,0.305,0.435,1.97e-05,0.347,0.567,87.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,197,False,2fUeypjlw0xZMmHCqh9xPl,How Low Do You Feel - Live,0.498,0.853,-7.123,0.119,0.555,0.000213,0.344,0.653,190.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,163,False,2iWTQeGlAGflcuwPFPBe6V,Lucky to Be in Love - Live,0.39,0.947,-6.539,0.092,0.406,0.000114,0.952,0.609,193.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,166,False,0yneEdUDeZwrGEoVnmtuzx,Tore Up - Live,0.39,0.974,-6.509,0.196,0.42,3.59e-05,0.808,0.29,188.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,374,False,2wdtLXDTWLWsOQyCB8ZN34,Rockin' at the Ritz - Live,0.587,0.904,-7.46,0.119,0.327,8.24e-05,0.44,0.424,98.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,269,False,7BIdLzWuJSk2lx3GQq5VGL,Caterpillar - Live,0.59,0.955,-5.92,0.149,0.256,0.000766,0.82,0.306,109.0
['1dCuGaCG60TlWCLjFJ69N3'],007OMsT4H6AEgMGrEykARy,251,False,0dmOwgUbdD1X5cE6vmPwD6,Rockin' at the Ritz 2 - Live,0.507,0.954,-6.414,0.0575,0.198,0.0357,0.983,0.447,98.0
['1pTuR132U5b4Rizal2Pr7m'],00GTXwYxb2MB1zCbdIMHYL,149,False,0NaCvfcvylMgEN0YKIsRZl,"He's My Rock, My Sword, My Shield",0.586,0.491,-9.513,0.0334,0.142,0.0,0.245,0.809,79.0
